VUOSI;VIIKKO;VAR_N_OSTOT;ATC_KOODI;SHORTAGE
2024;8;28;L01CA;11
2024;8;94;L01EA;11
2024;8;46;L01EB;11
2024;8;42;L01EC;11
2024;8;29;L01ED;11
2024;8;30;L01EE;11
2024;8;252;L01EF;11
2024;8;52;L01EJ;11
2024;8;78;L01EL;11
2024;8;244;L01EX;11
2024;8;33;L01FC;11
2024;8;53;L01XK;11
2024;8;441;L01XX;11
2024;8;845;L02AE;11
2024;8;426;L02BA;11
2024;8;802;L02BB;11
2024;8;1622;L02BG;11
2024;8;237;L02BX;11
2024;8;609;L03AA;11
2024;8;54;L03AB;11
2024;8;36;L03AX;11
2024;8;586;L04AA;11
2024;8;1692;L04AB;11
2024;8;782;L04AC;11
2024;8;762;L04AD;11
2024;8;56;L04AE;11
2024;8;262;L04AF;11
2024;8;352;L04AG;11
2024;8;400;L04AK;11
2024;8;6286;L04AX;11
2024;8;3427;M01AB;5
2024;8;632;M01AC;5
2024;8;27831;M01AE;5
2024;8;103;M01AG;5
2024;8;11485;M01AH;5
2024;8;903;M02AA;5
2024;8;215;M03AX;5
2024;8;6727;M03BX;5
2024;8;5682;M04AA;5
2024;8;1909;M05BA;5
2024;8;76;M05BB;5
2024;8;1309;M05BX;5
2024;8;5140;N02AA;26
2024;8;897;N02AB;26
2024;8;4476;N02AE;26
2024;8;8877;N02AJ;26
2024;8;4597;N02AX;26
2024;8;50885;N02BE;26
2024;8;16685;N02BF;26
2024;8;6216;N02CC;26
2024;8;710;N02CD;26
2024;8;111;N03AB;26
2024;8;1187;N03AE;26
2024;8;3314;N03AF;26
2024;8;4845;N03AG;26
2024;8;7858;N03AX;26
2024;8;452;N04AA;26
2024;8;3538;N04BA;26
2024;8;49;N04BB;26
2024;8;2991;N04BC;26
2024;8;414;N04BD;26
2024;8;69;N04BX;26
2024;8;910;N05AA;26
2024;8;892;N05AB;26
2024;8;575;N05AD;26
2024;8;269;N05AE;26
2024;8;641;N05AF;26
2024;8;27193;N05AH;26
2024;8;95;N05AL;26
2024;8;820;N05AN;26
2024;8;12927;N05AX;26
2024;8;15975;N05BA;26
2024;8;397;N05BE;26
2024;8;164;N05CD;26
2024;8;12429;N05CF;26
2024;8;283;N06AA;26
2024;8;22784;N06AB;26
2024;8;147;N06AG;26
2024;8;38257;N06AX;26
2024;8;13846;N06BA;26
2024;8;661;N06CA;26
2024;8;11146;N06DA;26
2024;8;14468;N06DX;26
2024;8;179;N07AA;26
2024;8;200;N07BB;26
2024;8;224;N07BC;26
2024;8;1145;N07CA;26
2024;8;47;N07XX;26
2024;8;1141;P01AB;1
2024;8;2132;P01BA;1
2024;8;18995;R01AD;6
2024;8;16917;R03AC;6
2024;8;14422;R03AK;6
2024;8;3073;R03AL;6
2024;8;9737;R03BA;6
2024;8;2108;R03BB;6
2024;8;221;R03DA;6
2024;8;4707;R03DC;6
2024;8;214;R03DX;6
2024;8;6832;R06AE;6
2024;8;7839;R06AX;6
2024;8;26;S01AD;2
2024;8;276;S01EA;2
2024;8;1894;S01EC;2
2024;8;4218;S01ED;2
2024;8;3599;S01EE;2
2024;8;1599;S01GX;2
2024;8;9148;S01XA;2
2024;8;317;V01AA;0
2024;8;138;V03AE;0
2024;9;48947;A02BC;5
2024;9;1078;A03FA;5
2024;9;1111;A04AA;5
2024;9;25;A04AD;5
2024;9;510;A05AA;5
2024;9;3821;A06AC;5
2024;9;1828;A06AD;5
2024;9;145;A06AH;5
2024;9;30;A06AX;5
2024;9;117;A07AA;5
2024;9;575;A07EA;5
2024;9;5373;A07EC;5
2024;9;169;A08AA;5
2024;9;868;A09AA;5
2024;9;4210;A10AB;5
2024;9;162;A10AC;5
2024;9;37;A10AD;5
2024;9;6888;A10AE;5
2024;9;26519;A10BA;5
2024;9;3515;A10BD;5
2024;9;269;A10BG;5
2024;9;9793;A10BH;5
2024;9;4000;A10BJ;5
2024;9;17031;A10BK;5
2024;9;121;A10BX;5
2024;9;477;A11CC;5
2024;9;210;A12AA;5
2024;9;19294;A12AX;5
2024;9;24;A16AB;5
2024;9;2597;B01AA;2
2024;9;2667;B01AB;2
2024;9;10298;B01AC;2
2024;9;1643;B01AE;2
2024;9;29578;B01AF;2
2024;9;646;B02AA;2
2024;9;45;B02BD;2
2024;9;87;B02BX;2
2024;9;974;B03BA;2
2024;9;521;B03XA;2
2024;9;83;B05DA;2
2024;9;158;B05DB;2
2024;9;2833;C01AA;14
2024;9;1727;C01BC;14
2024;9;419;C01BD;14
2024;9;739;C01CA;14
2024;9;11050;C01DA;14
2024;9;1488;C02AC;14
2024;9;97;C02KX;14
2024;9;288;C03BA;14
2024;9;24880;C03CA;14
2024;9;7218;C03DA;14
2024;9;37;C03DB;14
2024;9;1459;C03EA;14
2024;9;58;C03EB;14
2024;9;2512;C07AA;14
2024;9;62241;C07AB;14
2024;9;1346;C07AG;14
2024;9;858;C07BB;14
2024;9;375;C07FB;14
2024;9;45323;C08CA;14
2024;9;500;C08DA;14
2024;9;432;C08DB;14
2024;9;25338;C09AA;14
2024;9;3160;C09BA;14
2024;9;974;C09BB;14
2024;9;241;C09BX;14
2024;9;53882;C09CA;14
2024;9;13020;C09DA;14
2024;9;1614;C09DB;14
2024;9;1529;C09DX;14
2024;9;87651;C10AA;14
2024;9;306;C10AB;14
2024;9;312;C10AC;14
2024;9;11955;C10AX;14
2024;9;440;C10BA;14
2024;9;102;C10BX;14
2024;9;37;D01AA;3
2024;9;201;D01AE;3
2024;9;1289;D01BA;3
2024;9;707;D05AX;3
2024;9;179;D05BB;3
2024;9;318;D06BB;3
2024;9;380;D06BX;3
2024;9;935;D07AA;3
2024;9;2884;D07AB;3
2024;9;5508;D07AC;3
2024;9;1842;D07AD;3
2024;9;375;D07BA;3
2024;9;751;D07BB;3
2024;9;798;D07XC;3
2024;9;45;D09AB;3
2024;9;301;D10AX;3
2024;9;970;D10BA;3
2024;9;493;D11AH;3
2024;9;226;G02BA;9
2024;9;29;G02CB;9
2024;9;2344;G03BA;9
2024;9;21090;G03CA;9
2024;9;171;G03CX;9
2024;9;192;G03DA;9
2024;9;134;G03DB;9
2024;9;194;G03DC;9
2024;9;4148;G03FA;9
2024;9;1071;G03FB;9
2024;9;347;G03GA;9
2024;9;483;G03HB;9
2024;9;6405;G04BD;9
2024;9;220;G04BE;9
2024;9;14927;G04CA;9
2024;9;6691;G04CB;9
2024;9;230;H01AC;4
2024;9;415;H01BA;4
2024;9;28;H01CA;4
2024;9;203;H01CB;4
2024;9;184;H01CC;4
2024;9;90;H02AA;4
2024;9;4370;H02AB;4
2024;9;21;H02BX;4
2024;9;36254;H03AA;4
2024;9;649;H03BB;4
2024;9;59;H04AA;4
2024;9;243;H05BX;4
2024;9;3726;J01AA;9
2024;9;11433;J01CA;9
2024;9;467;J01CE;9
2024;9;774;J01CF;9
2024;9;3390;J01CR;9
2024;9;7156;J01DB;9
2024;9;1680;J01EA;9
2024;9;348;J01EE;9
2024;9;1553;J01FA;9
2024;9;652;J01FF;9
2024;9;1418;J01MA;9
2024;9;12;J01XX;9
2024;9;1384;J02AC;9
2024;9;21;J04AB;9
2024;9;37;J04BA;9
2024;9;3823;J05AB;9
2024;9;186;J06BA;9
2024;9;60;L01AX;11
2024;9;269;L01BB;11
2024;9;369;L01BC;11
2024;9;49;L01CA;11
2024;9;103;L01EA;11
2024;9;59;L01EB;11
2024;9;42;L01EC;11
2024;9;23;L01ED;11
2024;9;33;L01EE;11
2024;9;219;L01EF;11
2024;9;53;L01EJ;11
2024;9;87;L01EL;11
2024;9;238;L01EX;11
2024;9;35;L01FC;11
2024;9;63;L01XK;11
2024;9;482;L01XX;11
2024;9;894;L02AE;11
2024;9;421;L02BA;11
2024;9;804;L02BB;11
2024;9;1675;L02BG;11
2024;9;210;L02BX;11
2024;9;593;L03AA;11
2024;9;73;L03AB;11
2024;9;58;L03AX;11
2024;9;628;L04AA;11
2024;9;1891;L04AB;11
2024;9;861;L04AC;11
2024;9;880;L04AD;11
2024;9;57;L04AE;11
2024;9;258;L04AF;11
2024;9;404;L04AG;11
2024;9;398;L04AK;11
2024;9;6454;L04AX;11
2024;9;3402;M01AB;5
2024;9;586;M01AC;5
2024;9;27956;M01AE;5
2024;9;118;M01AG;5
2024;9;11771;M01AH;5
2024;9;829;M02AA;5
2024;9;225;M03AX;5
2024;9;6883;M03BX;5
2024;9;5947;M04AA;5
2024;9;1970;M05BA;5
2024;9;95;M05BB;5
2024;9;1285;M05BX;5
2024;9;5319;N02AA;30
2024;9;901;N02AB;30
2024;9;4577;N02AE;30
2024;9;8829;N02AJ;30
2024;9;4871;N02AX;30
2024;9;51336;N02BE;30
2024;9;17334;N02BF;30
2024;9;6334;N02CC;30
2024;9;904;N02CD;30
2024;9;104;N03AB;30
2024;9;1254;N03AE;30
2024;9;3191;N03AF;30
2024;9;4832;N03AG;30
2024;9;7870;N03AX;30
2024;9;421;N04AA;30
2024;9;3666;N04BA;30
2024;9;53;N04BB;30
2024;9;3137;N04BC;30
2024;9;359;N04BD;30
2024;9;64;N04BX;30
2024;9;902;N05AA;30
2024;9;801;N05AB;30
2024;9;592;N05AD;30
2024;9;242;N05AE;30
2024;9;626;N05AF;30
2024;9;27842;N05AH;30
2024;9;110;N05AL;30
2024;9;911;N05AN;30
2024;9;12882;N05AX;30
2024;9;15850;N05BA;30
2024;9;388;N05BE;30
2024;9;158;N05CD;30
2024;9;12648;N05CF;30
2024;9;286;N06AA;30
2024;9;22978;N06AB;30
2024;9;203;N06AG;30
2024;9;39111;N06AX;30
2024;9;14015;N06BA;30
2024;9;727;N06CA;30
2024;9;10692;N06DA;30
2024;9;13861;N06DX;30
2024;9;179;N07AA;30
2024;9;224;N07BB;30
2024;9;228;N07BC;30
2024;9;1165;N07CA;30
2024;9;62;N07XX;30
2024;9;1165;P01AB;1
2024;9;2164;P01BA;1
2024;9;18990;R01AD;7
2024;9;17089;R03AC;7
2024;9;15141;R03AK;7
2024;9;3757;R03AL;7
2024;9;9991;R03BA;7
2024;9;2455;R03BB;7
2024;9;216;R03DA;7
2024;9;4731;R03DC;7
2024;9;229;R03DX;7
2024;9;7853;R06AE;7
2024;9;9329;R06AX;7
2024;9;24;S01AD;2
2024;9;285;S01EA;2
2024;9;1876;S01EC;2
2024;9;4455;S01ED;2
2024;9;3845;S01EE;2
2024;9;1964;S01GX;2
2024;9;9395;S01XA;2
2024;9;323;V01AA;0
2024;9;129;V03AE;0
2024;10;48685;A02BC;5
2024;10;971;A03FA;5
2024;10;1154;A04AA;5
2024;10;22;A04AD;5
2024;10;560;A05AA;5
2024;10;3272;A06AC;5
2024;10;1787;A06AD;5
2024;10;153;A06AH;5
2024;10;31;A06AX;5
2024;10;110;A07AA;5
2024;10;591;A07EA;5
2024;10;5471;A07EC;5
2024;10;178;A08AA;5
2024;10;910;A09AA;5
2024;10;4168;A10AB;5
2024;10;175;A10AC;5
2024;10;36;A10AD;5
2024;10;7139;A10AE;5
2024;10;27160;A10BA;5
2024;10;3685;A10BD;5
2024;10;286;A10BG;5
2024;10;9821;A10BH;5
2024;10;5080;A10BJ;5
2024;10;17353;A10BK;5
2024;10;140;A10BX;5
2024;10;517;A11CC;5
2024;10;223;A12AA;5
2024;10;19392;A12AX;5
2024;10;29;A16AB;5
2024;10;2676;B01AA;3
2024;10;2794;B01AB;3
2024;10;10423;B01AC;3
2024;10;1854;B01AE;3
2024;10;31114;B01AF;3
2024;10;569;B02AA;3
2024;10;34;B02BD;3
2024;10;93;B02BX;3
2024;10;1006;B03BA;3
2024;10;515;B03XA;3
2024;10;95;B05DA;3
2024;10;156;B05DB;3
2024;10;2871;C01AA;16
2024;10;1095;C01BC;16
2024;10;480;C01BD;16
2024;10;652;C01CA;16
2024;10;11411;C01DA;16
2024;10;1528;C02AC;16
2024;10;102;C02KX;16
2024;10;275;C03BA;16
2024;10;24538;C03CA;16
2024;10;7166;C03DA;16
2024;10;29;C03DB;16
2024;10;1588;C03EA;16
2024;10;46;C03EB;16
2024;10;2466;C07AA;16
2024;10;63242;C07AB;16
2024;10;1403;C07AG;16
2024;10;924;C07BB;16
2024;10;432;C07FB;16
2024;10;46958;C08CA;16
2024;10;511;C08DA;16
2024;10;464;C08DB;16
2024;10;26239;C09AA;16
2024;10;3304;C09BA;16
2024;10;941;C09BB;16
2024;10;254;C09BX;16
2024;10;55396;C09CA;16
2024;10;13663;C09DA;16
2024;10;1756;C09DB;16
2024;10;1699;C09DX;16
2024;10;89943;C10AA;16
2024;10;286;C10AB;16
2024;10;309;C10AC;16
2024;10;12219;C10AX;16
2024;10;277;C10BA;16
2024;10;102;C10BX;16
2024;10;19;D01AA;5
2024;10;180;D01AE;5
2024;10;1114;D01BA;5
2024;10;690;D05AX;5
2024;10;173;D05BB;5
2024;10;329;D06BB;5
2024;10;398;D06BX;5
2024;10;913;D07AA;5
2024;10;3177;D07AB;5
2024;10;5419;D07AC;5
2024;10;1998;D07AD;5
2024;10;334;D07BA;5
2024;10;745;D07BB;5
2024;10;774;D07XC;5
2024;10;47;D09AB;5
2024;10;298;D10AX;5
2024;10;1101;D10BA;5
2024;10;514;D11AH;5
2024;10;197;G02BA;9
2024;10;22;G02CB;9
2024;10;2346;G03BA;9
2024;10;21821;G03CA;9
2024;10;207;G03CX;9
2024;10;203;G03DA;9
2024;10;116;G03DB;9
2024;10;212;G03DC;9
2024;10;4065;G03FA;9
2024;10;1013;G03FB;9
2024;10;322;G03GA;9
2024;10;458;G03HB;9
2024;10;6791;G04BD;9
2024;10;207;G04BE;9
2024;10;16536;G04CA;9
2024;10;6644;G04CB;9
2024;10;245;H01AC;4
2024;10;403;H01BA;4
2024;10;26;H01CA;4
2024;10;236;H01CB;4
2024;10;163;H01CC;4
2024;10;116;H02AA;4
2024;10;4338;H02AB;4
2024;10;23;H02BX;4
2024;10;35966;H03AA;4
2024;10;676;H03BB;4
2024;10;58;H04AA;4
2024;10;245;H05BX;4
2024;10;3573;J01AA;9
2024;10;11160;J01CA;9
2024;10;526;J01CE;9
2024;10;708;J01CF;9
2024;10;3435;J01CR;9
2024;10;7045;J01DB;9
2024;10;1856;J01EA;9
2024;10;327;J01EE;9
2024;10;1504;J01FA;9
2024;10;633;J01FF;9
2024;10;1344;J01MA;9
2024;10;19;J01XX;9
2024;10;1382;J02AC;9
2024;10;32;J04AB;9
2024;10;33;J04BA;9
2024;10;3850;J05AB;9
2024;10;164;J06BA;9
2024;10;71;L01AX;12
2024;10;293;L01BB;12
2024;10;330;L01BC;12
2024;10;42;L01CA;12
2024;10;124;L01EA;12
2024;10;66;L01EB;12
2024;10;32;L01EC;12
2024;10;18;L01ED;12
2024;10;30;L01EE;12
2024;10;261;L01EF;12
2024;10;50;L01EJ;12
2024;10;72;L01EL;12
2024;10;234;L01EX;12
2024;10;39;L01FC;12
2024;10;58;L01XK;12
2024;10;484;L01XX;12
2024;10;947;L02AE;12
2024;10;428;L02BA;12
2024;10;800;L02BB;12
2024;10;1670;L02BG;12
2024;10;250;L02BX;12
2024;10;636;L03AA;12
2024;10;60;L03AB;12
2024;10;46;L03AX;12
2024;10;674;L04AA;12
2024;10;2167;L04AB;12
2024;10;959;L04AC;12
2024;10;875;L04AD;12
2024;10;57;L04AE;12
2024;10;290;L04AF;12
2024;10;364;L04AG;12
2024;10;448;L04AK;12
2024;10;6913;L04AX;12
2024;10;3522;M01AB;5
2024;10;623;M01AC;5
2024;10;27224;M01AE;5
2024;10;115;M01AG;5
2024;10;11810;M01AH;5
2024;10;819;M02AA;5
2024;10;252;M03AX;5
2024;10;6715;M03BX;5
2024;10;6016;M04AA;5
2024;10;1997;M05BA;5
2024;10;82;M05BB;5
2024;10;1514;M05BX;5
2024;10;5239;N02AA;35
2024;10;910;N02AB;35
2024;10;4693;N02AE;35
2024;10;9178;N02AJ;35
2024;10;4918;N02AX;35
2024;10;51258;N02BE;35
2024;10;17325;N02BF;35
2024;10;6423;N02CC;35
2024;10;925;N02CD;35
2024;10;104;N03AB;35
2024;10;1238;N03AE;35
2024;10;3323;N03AF;35
2024;10;4827;N03AG;35
2024;10;7949;N03AX;35
2024;10;412;N04AA;35
2024;10;3573;N04BA;35
2024;10;53;N04BB;35
2024;10;3115;N04BC;35
2024;10;416;N04BD;35
2024;10;87;N04BX;35
2024;10;867;N05AA;35
2024;10;840;N05AB;35
2024;10;534;N05AD;35
2024;10;262;N05AE;35
2024;10;616;N05AF;35
2024;10;27264;N05AH;35
2024;10;105;N05AL;35
2024;10;786;N05AN;35
2024;10;12849;N05AX;35
2024;10;16218;N05BA;35
2024;10;422;N05BE;35
2024;10;139;N05CD;35
2024;10;12815;N05CF;35
2024;10;285;N06AA;35
2024;10;23146;N06AB;35
2024;10;179;N06AG;35
2024;10;39136;N06AX;35
2024;10;13865;N06BA;35
2024;10;799;N06CA;35
2024;10;11023;N06DA;35
2024;10;14167;N06DX;35
2024;10;183;N07AA;35
2024;10;204;N07BB;35
2024;10;205;N07BC;35
2024;10;1178;N07CA;35
2024;10;58;N07XX;35
2024;10;1074;P01AB;1
2024;10;2244;P01BA;1
2024;10;20227;R01AD;7
2024;10;17211;R03AC;7
2024;10;15350;R03AK;7
2024;10;3946;R03AL;7
2024;10;10374;R03BA;7
2024;10;2546;R03BB;7
2024;10;247;R03DA;7
2024;10;4959;R03DC;7
2024;10;234;R03DX;7
2024;10;8819;R06AE;7
2024;10;11621;R06AX;7
2024;10;15;S01AD;2
2024;10;271;S01EA;2
2024;10;1918;S01EC;2
2024;10;4372;S01ED;2
2024;10;3786;S01EE;2
2024;10;2686;S01GX;2
2024;10;8695;S01XA;2
2024;10;360;V01AA;0
2024;10;152;V03AE;0
2024;11;49617;A02BC;5
2024;11;975;A03FA;5
2024;11;1160;A04AA;5
2024;11;24;A04AD;5
2024;11;562;A05AA;5
2024;11;2028;A06AC;5
2024;11;1816;A06AD;5
2024;11;155;A06AH;5
2024;11;30;A06AX;5
2024;11;115;A07AA;5
2024;11;554;A07EA;5
2024;11;5452;A07EC;5
2024;11;199;A08AA;5
2024;11;867;A09AA;5
2024;11;4342;A10AB;5
2024;11;169;A10AC;5
2024;11;46;A10AD;5
2024;11;7155;A10AE;5
2024;11;27424;A10BA;5
2024;11;3798;A10BD;5
2024;11;290;A10BG;5
2024;11;9847;A10BH;5
2024;11;14088;A10BJ;5
2024;11;17800;A10BK;5
2024;11;131;A10BX;5
2024;11;511;A11CC;5
2024;11;209;A12AA;5
2024;11;19494;A12AX;5
2024;11;23;A16AB;5
2024;11;2553;B01AA;3
2024;11;2980;B01AB;3
2024;11;10457;B01AC;3
2024;11;1990;B01AE;3
2024;11;31895;B01AF;3
2024;11;507;B02AA;3
2024;11;38;B02BD;3
2024;11;77;B02BX;3
2024;11;966;B03BA;3
2024;11;518;B03XA;3
2024;11;93;B05DA;3
2024;11;173;B05DB;3
2024;11;2873;C01AA;18
2024;11;905;C01BC;18
2024;11;453;C01BD;18
2024;11;631;C01CA;18
2024;11;11136;C01DA;18
2024;11;1432;C02AC;18
2024;11;88;C02KX;18
2024;11;257;C03BA;18
2024;11;25755;C03CA;18
2024;11;7364;C03DA;18
2024;11;32;C03DB;18
2024;11;1482;C03EA;18
2024;11;42;C03EB;18
2024;11;2438;C07AA;18
2024;11;63746;C07AB;18
2024;11;1339;C07AG;18
2024;11;961;C07BB;18
2024;11;457;C07FB;18
2024;11;46424;C08CA;18
2024;11;533;C08DA;18
2024;11;475;C08DB;18
2024;11;25986;C09AA;18
2024;11;3215;C09BA;18
2024;11;987;C09BB;18
2024;11;237;C09BX;18
2024;11;55458;C09CA;18
2024;11;13544;C09DA;18
2024;11;1696;C09DB;18
2024;11;1696;C09DX;18
2024;11;89654;C10AA;18
2024;11;284;C10AB;18
2024;11;295;C10AC;18
2024;11;12287;C10AX;18
2024;11;259;C10BA;18
2024;11;85;C10BX;18
2024;11;21;D01AA;8
2024;11;193;D01AE;8
2024;11;1253;D01BA;8
2024;11;683;D05AX;8
2024;11;167;D05BB;8
2024;11;289;D06BB;8
2024;11;412;D06BX;8
2024;11;994;D07AA;8
2024;11;3140;D07AB;8
2024;11;5341;D07AC;8
2024;11;1876;D07AD;8
2024;11;379;D07BA;8
2024;11;746;D07BB;8
2024;11;772;D07XC;8
2024;11;44;D09AB;8
2024;11;301;D10AX;8
2024;11;1038;D10BA;8
2024;11;591;D11AH;8
2024;11;230;G02BA;9
2024;11;31;G02CB;9
2024;11;2385;G03BA;9
2024;11;21489;G03CA;9
2024;11;195;G03CX;9
2024;11;178;G03DA;9
2024;11;140;G03DB;9
2024;11;223;G03DC;9
2024;11;4218;G03FA;9
2024;11;1083;G03FB;9
2024;11;257;G03GA;9
2024;11;480;G03HB;9
2024;11;6792;G04BD;9
2024;11;225;G04BE;9
2024;11;17402;G04CA;9
2024;11;6833;G04CB;9
2024;11;251;H01AC;4
2024;11;413;H01BA;4
2024;11;37;H01CA;4
2024;11;220;H01CB;4
2024;11;153;H01CC;4
2024;11;107;H02AA;4
2024;11;4278;H02AB;4
2024;11;16;H02BX;4
2024;11;36812;H03AA;4
2024;11;654;H03BB;4
2024;11;65;H04AA;4
2024;11;269;H05BX;4
2024;11;3433;J01AA;9
2024;11;10770;J01CA;9
2024;11;459;J01CE;9
2024;11;760;J01CF;9
2024;11;3240;J01CR;9
2024;11;7337;J01DB;9
2024;11;1930;J01EA;9
2024;11;295;J01EE;9
2024;11;1546;J01FA;9
2024;11;646;J01FF;9
2024;11;1400;J01MA;9
2024;11;17;J01XX;9
2024;11;1444;J02AC;9
2024;11;25;J04AB;9
2024;11;34;J04BA;9
2024;11;3941;J05AB;9
2024;11;173;J06BA;9
2024;11;61;L01AX;12
2024;11;275;L01BB;12
2024;11;368;L01BC;12
2024;11;39;L01CA;12
2024;11;108;L01EA;12
2024;11;68;L01EB;12
2024;11;39;L01EC;12
2024;11;22;L01ED;12
2024;11;33;L01EE;12
2024;11;220;L01EF;12
2024;11;46;L01EJ;12
2024;11;76;L01EL;12
2024;11;220;L01EX;12
2024;11;36;L01FC;12
2024;11;72;L01XK;12
2024;11;461;L01XX;12
2024;11;916;L02AE;12
2024;11;447;L02BA;12
2024;11;833;L02BB;12
2024;11;1730;L02BG;12
2024;11;254;L02BX;12
2024;11;587;L03AA;12
2024;11;57;L03AB;12
2024;11;32;L03AX;12
2024;11;749;L04AA;12
2024;11;2348;L04AB;12
2024;11;932;L04AC;12
2024;11;921;L04AD;12
2024;11;42;L04AE;12
2024;11;293;L04AF;12
2024;11;401;L04AG;12
2024;11;396;L04AK;12
2024;11;6977;L04AX;12
2024;11;3522;M01AB;5
2024;11;631;M01AC;5
2024;11;27621;M01AE;5
2024;11;105;M01AG;5
2024;11;11770;M01AH;5
2024;11;812;M02AA;5
2024;11;250;M03AX;5
2024;11;6800;M03BX;5
2024;11;6073;M04AA;5
2024;11;2008;M05BA;5
2024;11;84;M05BB;5
2024;11;1439;M05BX;5
2024;11;5392;N02AA;36
2024;11;906;N02AB;36
2024;11;4748;N02AE;36
2024;11;9081;N02AJ;36
2024;11;4645;N02AX;36
2024;11;52070;N02BE;36
2024;11;17617;N02BF;36
2024;11;6379;N02CC;36
2024;11;1068;N02CD;36
2024;11;101;N03AB;36
2024;11;1277;N03AE;36
2024;11;3394;N03AF;36
2024;11;5094;N03AG;36
2024;11;8313;N03AX;36
2024;11;451;N04AA;36
2024;11;3780;N04BA;36
2024;11;48;N04BB;36
2024;11;3017;N04BC;36
2024;11;359;N04BD;36
2024;11;82;N04BX;36
2024;11;936;N05AA;36
2024;11;872;N05AB;36
2024;11;618;N05AD;36
2024;11;272;N05AE;36
2024;11;683;N05AF;36
2024;11;28161;N05AH;36
2024;11;113;N05AL;36
2024;11;873;N05AN;36
2024;11;13421;N05AX;36
2024;11;16431;N05BA;36
2024;11;383;N05BE;36
2024;11;167;N05CD;36
2024;11;12449;N05CF;36
2024;11;321;N06AA;36
2024;11;23501;N06AB;36
2024;11;190;N06AG;36
2024;11;39680;N06AX;36
2024;11;14421;N06BA;36
2024;11;775;N06CA;36
2024;11;10962;N06DA;36
2024;11;14379;N06DX;36
2024;11;168;N07AA;36
2024;11;193;N07BB;36
2024;11;229;N07BC;36
2024;11;1116;N07CA;36
2024;11;67;N07XX;36
2024;11;1139;P01AB;1
2024;11;2195;P01BA;1
2024;11;20914;R01AD;7
2024;11;17048;R03AC;7
2024;11;15266;R03AK;7
2024;11;3834;R03AL;7
2024;11;10227;R03BA;7
2024;11;2390;R03BB;7
2024;11;239;R03DA;7
2024;11;4904;R03DC;7
2024;11;263;R03DX;7
2024;11;9678;R06AE;7
2024;11;13261;R06AX;7
2024;11;15;S01AD;3
2024;11;245;S01EA;3
2024;11;1778;S01EC;3
2024;11;4385;S01ED;3
2024;11;3697;S01EE;3
2024;11;2919;S01GX;3
2024;11;8891;S01XA;3
2024;11;399;V01AA;0
2024;11;142;V03AE;0
2024;12;49106;A02BC;6
2024;12;983;A03FA;6
2024;12;1211;A04AA;6
2024;12;27;A04AD;6
2024;12;539;A05AA;6
2024;12;3923;A06AC;6
2024;12;1863;A06AD;6
2024;12;149;A06AH;6
2024;12;42;A06AX;6
2024;12;138;A07AA;6
2024;12;582;A07EA;6
2024;12;5525;A07EC;6
2024;12;179;A08AA;6
2024;12;940;A09AA;6
2024;12;4161;A10AB;6
2024;12;186;A10AC;6
2024;12;40;A10AD;6
2024;12;6865;A10AE;6
2024;12;27012;A10BA;6
2024;12;3824;A10BD;6
2024;12;273;A10BG;6
2024;12;9650;A10BH;6
2024;12;8527;A10BJ;6
2024;12;17388;A10BK;6
2024;12;121;A10BX;6
2024;12;490;A11CC;6
2024;12;240;A12AA;6
2024;12;19386;A12AX;6
2024;12;31;A16AB;6
2024;12;2525;B01AA;3
2024;12;2856;B01AB;3
2024;12;10223;B01AC;3
2024;12;1899;B01AE;3
2024;12;32235;B01AF;3
2024;12;402;B02AA;3
2024;12;51;B02BD;3
2024;12;77;B02BX;3
2024;12;838;B03BA;3
2024;12;569;B03XA;3
2024;12;90;B05DA;3
2024;12;166;B05DB;3
2024;12;2759;C01AA;20
2024;12;842;C01BC;20
2024;12;444;C01BD;20
2024;12;611;C01CA;20
2024;12;11133;C01DA;20
2024;12;1487;C02AC;20
2024;12;75;C02KX;20
2024;12;259;C03BA;20
2024;12;25432;C03CA;20
2024;12;7208;C03DA;20
2024;12;37;C03DB;20
2024;12;1459;C03EA;20
2024;12;36;C03EB;20
2024;12;2508;C07AA;20
2024;12;63240;C07AB;20
2024;12;1354;C07AG;20
2024;12;962;C07BB;20
2024;12;436;C07FB;20
2024;12;46086;C08CA;20
2024;12;468;C08DA;20
2024;12;423;C08DB;20
2024;12;25616;C09AA;20
2024;12;3135;C09BA;20
2024;12;880;C09BB;20
2024;12;236;C09BX;20
2024;12;54416;C09CA;20
2024;12;13110;C09DA;20
2024;12;1637;C09DB;20
2024;12;1692;C09DX;20
2024;12;88782;C10AA;20
2024;12;283;C10AB;20
2024;12;295;C10AC;20
2024;12;12244;C10AX;20
2024;12;151;C10BA;20
2024;12;78;C10BX;20
2024;12;22;D01AA;8
2024;12;193;D01AE;8
2024;12;1153;D01BA;8
2024;12;673;D05AX;8
2024;12;156;D05BB;8
2024;12;254;D06BB;8
2024;12;402;D06BX;8
2024;12;971;D07AA;8
2024;12;2981;D07AB;8
2024;12;5243;D07AC;8
2024;12;1890;D07AD;8
2024;12;334;D07BA;8
2024;12;784;D07BB;8
2024;12;754;D07XC;8
2024;12;63;D09AB;8
2024;12;329;D10AX;8
2024;12;1124;D10BA;8
2024;12;525;D11AH;8
2024;12;230;G02BA;10
2024;12;29;G02CB;10
2024;12;2293;G03BA;10
2024;12;21775;G03CA;10
2024;12;208;G03CX;10
2024;12;171;G03DA;10
